,State,Population
10985,IL,1194
10986,KY,1193
10987,AL,1193
10988,MO,1193
10989,OH,1193
10990,IL,1193
10991,MA,1193
10992,NM,1192
10993,NY,1192
10994,AL,1192
10995,WI,1192
10996,OH,1192
10997,NH,1192
10998,PA,1192
10999,MO,1191
11000,IA,1191
11001,FL,1190
11002,WV,1190
11003,IN,1189
11004,TX,1189
11005,OH,1188
11006,ME,1188
11007,HI,1188
11008,MO,1188
11009,OR,1187
11010,ME,1187
11011,MD,1187
11012,MA,1186
11013,TX,1186
11014,ME,1186
11015,NC,1185
11016,MA,1185
11017,IL,1185
11018,MT,1185
11019,IL,1185
11020,IL,1184
11021,ME,1184
11022,IL,1184
11023,OH,1184
11024,VT,1184
11025,OH,1184
11026,TX,1183
11027,PA,1183
11028,TX,1183
11029,CO,1183
11030,WI,1182
11031,FL,1182
11032,IN,1182
11033,VT,1182
11034,OK,1181
11035,AR,1181
11036,TX,1180
11037,AR,1180
11038,OK,1179
11039,DE,1179
11040,PA,1179
11041,VA,1178
11042,VA,1178
11043,MO,1178
11044,OK,1178
11045,SC,1178
11046,AR,1178
11047,LA,1177
11048,IL,1177
11049,MD,1177
11050,NY,1177
11051,IA,1176
11052,TX,1176
11053,IL,1175
11054,GA,1174
11055,PA,1174
11056,TX,1174
11057,NY,1173
11058,UT,1173
11059,WI,1173
11060,TX,1173
11061,WI,1173
11062,OR,1172
11063,PA,1172
11064,WY,1172
11065,NE,1172
11066,MN,1171
11067,HI,1171
11068,TX,1171
11069,KS,1171
11070,NC,1171
11071,MI,1171
11072,NY,1170
11073,AL,1170
11074,KS,1170
11075,NY,1170
11076,WV,1169
11077,ID,1169
11078,NY,1169
11079,VA,1169
11080,VA,1168
11081,IN,1168
11082,NC,1168
11083,IA,1167
11084,GA,1167
11085,OK,1166
11086,HI,1166
11087,WA,1166
11088,PA,1166
11089,PA,1165
11090,LA,1165
11091,IA,1165
11092,TX,1165
11093,IN,1165
11094,VT,1165
11095,NC,1163
11096,TN,1163
11097,PA,1162
11098,NY,1162
11099,NC,1161
11100,IN,1161
11101,HI,1161
11102,MO,1161
11103,IL,1161
11104,IL,1161
11105,OH,1160
11106,NH,1160
11107,ME,1160
11108,SD,1160
11109,IA,1160
11110,ID,1160
11111,WI,1158
11112,OK,1158
11113,IL,1158
11114,VT,1157
11115,AL,1157
11116,IL,1157
11117,SD,1156
11118,SD,1156
11119,PA,1156
11120,IL,1155
11121,OH,1155
11122,CO,1155
11123,GA,1155
11124,IA,1155
11125,WI,1154
11126,OR,1154
11127,IL,1154
11128,KY,1154
11129,IA,1154
11130,VA,1152
11131,IA,1151
11132,PA,1151
11133,AR,1151
11134,HI,1150
11135,MO,1150
11136,MN,1149
11137,GA,1149
11138,VT,1149
11139,ME,1148
11140,SD,1148
11141,ME,1148
11142,WI,1148
11143,MS,1148
11144,NE,1147
11145,WA,1147
11146,HI,1147
11147,SC,1147
11148,MI,1147
11149,HI,1147
11150,OR,1147
11151,TX,1146
11152,OR,1146
11153,MI,1145
11154,GA,1145
11155,IL,1145
11156,OR,1144
11157,MO,1144
11158,IN,1144
11159,MO,1143
11160,IL,1143
11161,MN,1143
11162,NE,1143
11163,OK,1143
11164,ME,1142
11165,WI,1142
11166,GA,1142
11167,MN,1142
11168,TX,1142
11169,TX,1141
11170,VT,1141
11171,OK,1141
11172,FL,1140
11173,NE,1140
11174,FL,1140
11175,ME,1139
11176,IL,1139
11177,HI,1139
11178,PA,1138
11179,MN,1138
11180,AR,1137
11181,TX,1137
11182,IN,1137
11183,OK,1136
11184,IL,1136
11185,VT,1136
11186,ME,1136
11187,MO,1136
11188,MS,1135
11189,OK,1135
11190,MI,1134
11191,IL,1134
11192,WA,1134
11193,WA,1134
11194,OR,1133
11195,IL,1133
11196,AR,1133
11197,IA,1132
11198,UT,1131
11199,NY,1131
11200,TX,1130
11201,WY,1130
11202,IA,1130
11203,WV,1130
11204,IN,1129
11205,WV,1129
11206,TX,1129
11207,MO,1129
11208,ME,1129
11209,KS,1129
11210,ME,1129
11211,IL,1128
11212,MN,1127
11213,UT,1127
11214,LA,1127
11215,ME,1127
11216,TX,1126
11217,IN,1125
11218,IA,1125
11219,ME,1125
11220,ND,1125
11221,KS,1125
11222,WV,1125
11223,MN,1124
11224,MI,1124
11225,PA,1124
11226,NY,1124
11227,WI,1123
11228,PA,1123
11229,ME,1122
11230,IL,1121
11231,IL,1121
11232,MS,1121
11233,TX,1121
11234,MI,1120
11235,KY,1119
11236,AL,1119
11237,WI,1119
11238,PA,1118
11239,MS,1118
11240,CO,1118
11241,VA,1118
11242,NH,1118
11243,IL,1118
11244,TN,1117
11245,WI,1117
11246,KY,1117
11247,ND,1117
11248,WI,1117
11249,NY,1117
11250,ID,1117
11251,IA,1116
11252,IL,1116
11253,NC,1116
11254,MN,1115
11255,NE,1115
11256,OK,1115
11257,PA,1115
11258,UT,1115
11259,VT,1114
11260,MD,1113
11261,IA,1113
11262,TX,1113
11263,MN,1113
11264,PA,1112
11265,IN,1112
11266,VA,1112
11267,MN,1112
11268,PA,1112
11269,IA,1111
11270,MN,1111
11271,MN,1111
11272,IL,1111
11273,IA,1110
11274,OH,1110
11275,KS,1110
11276,MS,1110
11277,IL,1110
11278,IL,1108
11279,NE,1108
11280,IL,1108
11281,OH,1108
11282,OH,1108
11283,TX,1108
11284,DE,1108
11285,NY,1108
11286,ME,1107
11287,IN,1107
11288,OK,1106
11289,MT,1106
11290,TX,1106
11291,MI,1105
11292,KS,1105
11293,IL,1104
11294,AL,1104
11295,MO,1104
11296,SD,1104
11297,ME,1104
11298,AR,1104
11299,MI,1103
11300,PA,1103
11301,NY,1103
11302,PA,1103
11303,WA,1103
11304,OH,1102
11305,TN,1102
11306,WI,1101
11307,NY,1101
11308,NJ,1101
11309,ND,1101
11310,WI,1100
11311,VT,1100
11312,TX,1100
11313,IN,1100
11314,WI,1099
11315,VT,1099
11316,IL,1098
11317,NY,1098
11318,NJ,1098
11319,GA,1098
11320,IL,1097
11321,CO,1097
11322,WI,1096
11323,KY,1096
11324,ME,1096
11325,TX,1096
11326,MI,1096
11327,VT,1096
11328,IL,1096
11329,KY,1095
11330,MO,1095
11331,MA,1095
11332,ME,1094
11333,OH,1094
11334,MS,1094
11335,MI,1094
11336,VT,1094
11337,IA,1093
11338,WI,1093
11339,PA,1093
11340,WI,1093
11341,PA,1093
11342,KS,1092
11343,MN,1092
11344,KS,1092
11345,MD,1092
11346,OK,1091
11347,IA,1091
11348,VA,1090
11349,UT,1090
11350,OK,1090
11351,TX,1089
11352,IL,1089
11353,PA,1088
11354,NE,1087
11355,TX,1087
11356,MO,1087
11357,LA,1087
11358,WA,1087
11359,OK,1087
11360,OH,1087
11361,KS,1086
11362,ID,1086
11363,ND,1086
11364,MI,1085
11365,IL,1085
11366,AR,1085
11367,OK,1085
11368,MO,1084
11369,OH,1084
11370,MI,1084
11371,WA,1084
11372,NC,1084
11373,NH,1083
11374,OH,1083
11375,NE,1082
11376,NC,1082
11377,PA,1082
11378,PA,1082
11379,TX,1082
11380,IN,1081
11381,IN,1081
11382,CT,1080
11383,NE,1080
11384,SC,1080
11385,IA,1079
11386,VT,1079
11387,IL,1079
11388,TX,1078
11389,CA,1078
11390,NH,1077
11391,IA,1077
11392,TX,1077
11393,TX,1077
11394,TX,1077
11395,PA,1076
11396,OH,1076
11397,AZ,1076
11398,NJ,1076
11399,WI,1076
11400,TX,1075
11401,IL,1075
11402,IN,1075
11403,NY,1075
11404,TX,1074
11405,IL,1074
11406,NM,1074
11407,HI,1074
11408,ND,1074
11409,MI,1074
11410,DE,1073
11411,LA,1073
11412,IL,1073
11413,NC,1072
11414,NE,1071
11415,ND,1071
11416,IN,1071
11417,IA,1071
11418,KS,1071
11419,IA,1070
11420,PA,1070
11421,VA,1069
11422,NY,1069
11423,IA,1069
11424,IN,1069
11425,IL,1069
11426,CO,1068
11427,IL,1068
11428,IL,1068
11429,OH,1067
11430,NY,1067
11431,CO,1066
11432,KY,1066
11433,ND,1065
11434,NE,1065
11435,TX,1065
11436,IA,1065
11437,NY,1065
11438,CO,1064
11439,WY,1064
11440,TX,1063
11441,TX,1062
11442,GA,1062
11443,KS,1061
11444,OH,1061
11445,SC,1061
11446,PA,1061
11447,GA,1060
11448,NC,1060
11449,IA,1060
11450,WI,1059
11451,IL,1059
11452,OK,1059
11453,GA,1058
11454,ME,1058
11455,WI,1058
11456,NY,1058
11457,KS,1058
11458,MN,1058
11459,HI,1057
11460,NE,1057
11461,SD,1057
11462,SD,1056
11463,AR,1056
11464,MN,1056
11465,FL,1056
11466,ME,1056
11467,VT,1056
11468,TX,1055
11469,FL,1055
11470,WA,1055
11471,MN,1055
11472,PA,1055
11473,NY,1054
11474,PA,1054
11475,WV,1054
11476,IL,1054
11477,KS,1054
11478,MI,1053
11479,NE,1053
11480,AR,1053
11481,LA,1052
11482,ME,1052
11483,VA,1052
11484,WI,1052
11485,AL,1052
11486,PA,1051
11487,OR,1051
11488,OH,1051
11489,KS,1050
11490,NY,1050
11491,NC,1049
11492,OK,1049
11493,MO,1049
11494,MD,1049
11495,IN,1048
11496,AL,1048
11497,GA,1048
11498,VT,1048
11499,KS,1048
11500,SD,1047
11501,AL,1047
11502,KS,1047
11503,IA,1046
11504,TX,1045
11505,PA,1045
11506,IL,1044
11507,NE,1043
11508,NY,1043
11509,MN,1043
11510,NH,1043
11511,MN,1043
11512,VT,1042
11513,IA,1042
11514,AR,1042
11515,IL,1041
11516,TN,1041
11517,NH,1040
11518,KY,1040
11519,NY,1040
11520,OK,1039
11521,IA,1039
11522,MO,1039
11523,AL,1039
11524,WV,1039
11525,WI,1039
11526,IA,1038
11527,AL,1038
11528,GA,1037
11529,KS,1037
11530,KS,1037
11531,WI,1037
11532,WV,1036
11533,AK,1036
11534,PA,1036
11535,NC,1036
11536,WA,1036
11537,KY,1035
11538,VA,1035
11539,LA,1035
11540,OH,1035
11541,OK,1034
11542,OK,1034
11543,MI,1034
11544,IA,1034
11545,AL,1034
11546,TX,1034
11547,NE,1034
11548,IL,1034
11549,SC,1033
11550,CO,1033
11551,IA,1033
11552,CO,1033
11553,MO,1032
11554,NY,1032
11555,IL,1032
11556,AL,1032
11557,WY,1032
11558,IA,1032
11559,IL,1032
11560,VT,1032
11561,KY,1031
11562,MO,1031
11563,OH,1031
11564,OK,1031
11565,ID,1030
11566,CO,1029
11567,TX,1029
11568,NE,1029
11569,NH,1028
11570,MI,1028
11571,TX,1027
11572,NJ,1027
11573,OK,1027
11574,MN,1027
11575,MO,1027
11576,TX,1027
11577,IN,1026
11578,ME,1026
11579,CA,1026
11580,IL,1026
11581,MS,1026
11582,KS,1025
11583,ID,1025
11584,IL,1025
11585,PA,1024
11586,MI,1024
11587,AL,1023
11588,MI,1023
11589,KY,1023
11590,PA,1022
11591,VT,1021
11592,GA,1021
11593,OR,1021
11594,KY,1020
11595,WV,1020
11596,IA,1020
11597,ME,1020
11598,WV,1020
11599,MN,1020
11600,OH,1019
11601,OK,1019
11602,MT,1018
11603,ME,1018
11604,OK,1017
11605,NH,1017
11606,TN,1017
11607,PA,1017
11608,WI,1015
11609,SC,1015
11610,WA,1015
11611,ID,1015
11612,WI,1015
11613,MO,1014
11614,KY,1014
11615,MO,1014
11616,MI,1014
11617,KS,1014
11618,VA,1014
11619,IN,1014
11620,TX,1014
11621,TX,1014
11622,IA,1014
11623,IL,1013
11624,PA,1013
11625,OH,1013
11626,GA,1013
11627,OH,1012
11628,MO,1012
11629,MN,1012
11630,IN,1012
11631,NY,1012
11632,VA,1011
11633,NY,1010
11634,ME,1010
11635,IL,1010
11636,AL,1010
11637,NJ,1010
11638,LA,1009
11639,MO,1009
11640,OR,1009
11641,OH,1009
11642,NY,1009
11643,IN,1009
11644,PA,1008
11645,NC,1008
11646,NY,1008
11647,TX,1008
11648,TX,1008
11649,WI,1007
11650,MO,1007
11651,AL,1006
11652,MO,1006
11653,MT,1006
11654,MN,1005
11655,NJ,1005
11656,ID,1005
11657,MD,1005
11658,LA,1005
11659,VT,1005
11660,AR,1005
11661,NC,1005
11662,KS,1005
11663,PA,1004
11664,NY,1004
11665,OK,1004
11666,MO,1004
11667,KY,1004
11668,IN,1004
11669,OK,1003
11670,IL,1003
11671,NE,1002
11672,MO,1001
11673,TN,1001
11674,NJ,1001
11675,WI,1001
11676,MD,1001
11677,OH,1001
11678,PA,1001
11679,OH,1000
11680,OK,1000
11681,NH,1000
11682,KS,1000
11683,OK,1000
11684,MT,999
11685,SC,998
11686,PA,998
11687,WV,998
11688,IN,998
11689,MO,998
11690,MN,997
11691,TN,997
11692,ME,997
11693,IL,997
11694,NC,997
11695,OK,997
11696,ND,996
11697,IL,996
11698,MD,996
11699,OH,996
11700,HI,996
11701,OH,996
11702,AR,996
11703,MA,996
11704,IL,996
11705,MS,995
11706,GA,995
11707,GA,995
11708,GA,995
11709,TX,995
11710,OR,994
11711,OK,994
11712,OH,994
11713,IA,994
11714,MO,994
11715,IA,994
11716,ME,994
11717,IL,994
11718,OR,994
11719,NY,993
11720,KS,993
11721,VT,992
11722,LA,992
11723,AL,992
11724,WA,992
11725,TX,992
11726,AL,992
11727,NE,992
11728,WA,992
11729,NJ,991
11730,NY,991
11731,TX,991
11732,KY,991
11733,TN,991
11734,MN,991
11735,NV,990
11736,PA,990
11737,IA,990
11738,DE,990
11739,VT,990
11740,OH,990
11741,WI,989
11742,LA,989
11743,NY,989
11744,MA,989
11745,IN,989
11746,TX,989
11747,TX,989
11748,NC,988
11749,VT,988
11750,IL,988
11751,MI,988
11752,IA,987
11753,TN,987
11754,MN,987
11755,OH,987
11756,NE,986
11757,MN,986
11758,WI,985
11759,IL,985
11760,UT,984
11761,VT,984
11762,NH,984
11763,MN,984
11764,LA,984
11765,ND,983
11766,MA,983
11767,KY,983
11768,AR,982
11769,PA,982
11770,ND,982
11771,AL,982
11772,IA,982
11773,TN,981
11774,ND,981
11775,MO,981
11776,CO,981
11777,GA,981
11778,MI,981
11779,IN,980
11780,IL,980
11781,TX,980
11782,KY,979
11783,NE,979
11784,IL,979
11785,UT,978
11786,OR,978
11787,OH,978
11788,PA,978
11789,NY,978
11790,ME,978
11791,TX,978
11792,AR,977
11793,GA,977
11794,TX,977
11795,KY,977
11796,PA,977
11797,VT,976
11798,ME,976
11799,TX,976
11800,TX,976
11801,PA,976
11802,MS,976
11803,WV,975
11804,OH,975
11805,NM,975
11806,KS,975
11807,SC,974
11808,VT,974
11809,IL,974
11810,IL,974
11811,NC,973
11812,ND,973
11813,IL,973
11814,OH,973
11815,OH,972
11816,NM,972
11817,WA,972
11818,NE,972
11819,NY,972
11820,OK,972
11821,OH,971
11822,KS,971
11823,ME,971
11824,UT,971
11825,SD,971
11826,TX,971
11827,GA,970
11828,NY,970
11829,AL,970
11830,IA,970
11831,NM,970
11832,MN,970
11833,PA,970
11834,OH,970
11835,OH,969
11836,NY,969
11837,FL,968
11838,IA,968
11839,MO,968
11840,MD,968
11841,ID,968
11842,IA,968
11843,OH,968
11844,IL,967
11845,AL,967
11846,GA,967
11847,LA,967
11848,AR,967
11849,IA,966
11850,MN,966
11851,OH,966
11852,IN,966
11853,MN,966
11854,IL,965
11855,WA,965
11856,WV,965
11857,IL,965
11858,MI,964
11859,TX,964
11860,IL,964
11861,MS,964
11862,KS,964
11863,IA,964
11864,VT,964
11865,IA,963
11866,ME,963
11867,IA,963
11868,MO,963
11869,GA,963
11870,GA,963
11871,MD,963
11872,WV,962
11873,IA,962
11874,TX,962
11875,SC,962
11876,OR,962
11877,ME,962
11878,MS,962
11879,PA,962
11880,ME,962
11881,NE,962
11882,IN,962
11883,SC,962
11884,MN,961
11885,KY,961
11886,FL,961
11887,ND,961
11888,IA,961
11889,NY,960
11890,MI,960
11891,KS,960
11892,MA,960
11893,MN,960
11894,ME,960
11895,PA,960
11896,IN,960
11897,NC,960
11898,IN,960
11899,NY,960
11900,OH,959
11901,GA,959
11902,KS,959
11903,MN,958
11904,TX,958
11905,IN,958
11906,MS,957
11907,MN,957
11908,IN,957
11909,WA,956
11910,KS,956
11911,GA,956
11912,OR,956
11913,NM,956
11914,VT,956
11915,MT,955
11916,PA,955
11917,MT,955
11918,DE,954
11919,NE,954
11920,FL,954
11921,IN,954
11922,OH,954
11923,PA,954
11924,IA,954
11925,ME,952
11926,OK,952
11927,MN,952
11928,IN,952
11929,IA,952
11930,MI,952
11931,WI,952
11932,NC,952
11933,KY,952
11934,AK,951
11935,OK,951
11936,OK,951
11937,NE,951
11938,IL,951
11939,GA,950
11940,IL,950
11941,WA,950
11942,MO,950
11943,IN,950
11944,ID,949
11945,MI,949
11946,MN,949
11947,ND,949
11948,IA,949
11949,IL,949
11950,UT,949
11951,AL,948
11952,WI,948
11953,MS,948
11954,MN,948
11955,KS,948
11956,WI,948
11957,ME,947
11958,CO,947
11959,TN,947
11960,TN,947
11961,KY,947
11962,WI,946
11963,TX,946
11964,MD,946
11965,WY,946
11966,OH,946
11967,TX,946
11968,MI,946
11969,MI,945
11970,TX,945
11971,PA,945
11972,KY,945
11973,PA,945
11974,TX,944
11975,KS,943
11976,IA,943
11977,MI,943
11978,MO,943
11979,IN,943
11980,MO,943
11981,PA,942
11982,TX,942
11983,IN,942
11984,AR,942
11985,PA,942
11986,KS,941
11987,OH,941
11988,WI,941
11989,NE,941
11990,MO,941
11991,ID,941
11992,CO,941
11993,TX,941
11994,TN,940
11995,OH,940
11996,NC,940
11997,TX,940
11998,IN,939
11999,ND,939
12000,MO,939
12001,TX,939
12002,VT,939
12003,WI,939
12004,GA,938
12005,SD,938
12006,KS,938
12007,TX,937
12008,KS,937
12009,NY,937
12010,MI,936
12011,IL,936
12012,IA,936
12013,AR,936
12014,TX,936
12015,MD,936
12016,ME,935
12017,WI,935
12018,IA,935
12019,IN,935
12020,IL,935
12021,WI,935
12022,TN,935
12023,NE,935
12024,WI,934
12025,PA,934
12026,ME,934
12027,NE,934
12028,OR,934
12029,AR,934
12030,OH,934
12031,KY,934
12032,TX,933
12033,KY,933
12034,NH,933
12035,KY,933
12036,TX,933
12037,PA,932
12038,GA,932
12039,PA,932
12040,OK,932
12041,OK,932
12042,AK,931
12043,ME,931
12044,NY,931
12045,NM,931
12046,NJ,930
12047,NY,930
12048,MI,930
12049,NY,930
12050,TX,930
12051,IL,929
12052,KS,929
12053,MO,929
12054,IL,929
12055,AR,929
12056,KS,929
12057,KY,929
12058,KS,928
12059,MI,928
12060,IA,928
12061,SD,928
12062,IL,928
12063,GA,928
12064,NY,928
12065,IN,928
12066,VT,928
12067,MS,928
12068,OH,927
12069,IA,927
12070,NJ,927
12071,OK,927
12072,SD,927
12073,IA,926
12074,GA,926
12075,OH,925
12076,CO,925
12077,ME,925
12078,OK,925
12079,OH,925
12080,NY,924
12081,NJ,924
12082,OH,924
12083,ND,924
12084,PA,924
12085,WI,924
12086,HI,924
12087,WI,924
12088,IL,924
12089,MA,924
12090,MI,924
12091,IL,923
12092,TX,923
12093,TX,923
12094,IA,923
12095,UT,922
12096,MI,922
12097,KY,922
12098,MO,922
12099,CA,921
12100,NY,921
12101,ND,921
12102,NC,921
12103,IN,921
12104,GA,921
12105,IA,921
12106,KY,920
12107,TN,920
12108,ID,920
12109,OH,920
12110,AR,920
12111,NC,920
12112,MS,920
12113,MS,920
12114,NE,919
12115,OK,919
12116,NE,919
12117,TN,919
12118,PA,919
12119,FL,918
12120,IN,918
12121,SD,918
12122,AK,918
12123,TX,918
12124,IA,918
12125,IN,918
12126,TX,918
12127,OH,917
12128,NM,917
12129,MT,917
12130,PA,916
12131,UT,916
12132,AR,916
12133,OH,916
12134,ME,916
12135,FL,916
12136,MO,916
12137,WI,916
12138,VT,916
12139,NY,916
12140,NE,916
12141,SD,915
12142,MS,915
12143,IA,915
12144,AR,915
12145,OH,915
12146,SC,915
12147,TX,915
12148,AL,914
12149,TX,914
12150,AL,914
12151,IN,914
12152,IA,914
12153,IL,913
12154,CO,913
12155,VT,913
12156,IL,912
12157,NC,912
12158,MO,912
12159,WY,911
12160,IL,911
12161,AL,911
12162,MN,911
12163,IL,911
12164,LA,910
12165,AL,910
12166,HI,910
12167,DE,910
12168,KY,909
12169,MN,909
12170,IA,909
12171,MO,909
12172,FL,908
12173,IN,908
12174,LA,908
12175,NY,908
12176,GA,908
12177,TX,907
12178,MO,907
12179,NE,907
12180,MO,907
12181,MS,907
12182,NY,907
12183,MN,906
12184,MO,906
12185,IA,906
12186,PA,906
12187,IL,906
12188,IL,906
12189,FL,906
12190,PA,905
12191,TX,905
12192,IA,905
12193,AL,904
12194,NC,904
12195,WI,904
12196,LA,904
12197,GA,904
12198,PA,904
12199,NY,904
12200,IN,904
12201,OH,903
12202,VT,903
12203,KS,903
12204,NY,903
12205,NY,903
12206,MI,902
12207,ID,902
12208,ME,902
12209,KS,902
12210,CA,902
12211,MI,901
12212,TX,901
12213,MS,901
12214,NC,901
12215,NY,901
12216,LA,901
12217,AL,901
12218,PA,900
12219,NJ,900
12220,VT,900
12221,VA,899
12222,TX,899
12223,TX,899
12224,TN,898
12225,CO,898
12226,IN,898
12227,ME,898
12228,WY,898
12229,PA,897
12230,OH,897
12231,MS,897
12232,IA,897
12233,NY,897
12234,VT,896
12235,MT,896
12236,IL,896
12237,MS,896
12238,TN,896
12239,WI,896
12240,WA,896
12241,IA,896
12242,MS,895
12243,WA,895
12244,PA,894
12245,NE,894
12246,NC,894
12247,NH,894
12248,NJ,893
12249,NY,893
12250,LA,893
12251,PA,893
12252,ND,893
12253,TX,892
12254,KY,892
12255,NY,892
12256,NY,892
12257,IL,892
12258,TX,892
12259,WI,891
12260,GA,891
12261,LA,891
12262,IL,891
12263,NY,890
12264,GA,890
12265,IL,890
12266,IA,890
12267,NC,890
12268,MO,890
12269,MI,890
12270,MI,890
12271,NY,890
12272,ID,890
12273,PA,889
12274,NM,889
12275,ND,889
12276,PA,889
12277,CO,889
12278,LA,888
12279,AR,888
12280,MO,888
12281,MN,888
12282,TX,888
12283,LA,887
12284,TX,887
12285,VT,887
12286,AR,886
12287,VT,886
12288,KY,886
12289,GA,886
12290,TN,886
12291,LA,886
12292,IL,886
12293,ME,885
12294,CO,885
12295,IA,885
12296,KS,885
12297,IN,885
12298,OK,885
12299,OK,885
12300,NC,885
12301,SD,885
12302,IL,884
12303,PA,884
12304,WI,884
12305,NM,884
12306,KY,884
12307,KS,884
12308,WI,882
12309,IA,882
12310,FL,882
12311,ND,881
12312,MI,881
12313,ME,881
12314,TX,881
12315,IA,881
12316,MO,881
12317,MI,880
12318,NC,880
12319,LA,880
12320,ID,879
12321,IN,879
12322,PA,879
12323,NE,879
12324,CO,879
12325,MS,879
12326,TX,879
12327,SD,879
12328,OH,878
12329,IN,878
12330,UT,877
12331,CO,877
12332,MS,877
12333,MI,877
12334,VA,877
12335,WV,877
12336,TN,877
12337,IA,876
12338,IA,875
12339,MI,875
12340,WV,875
12341,KY,875
12342,VA,875
12343,CO,875
12344,TX,875
12345,NE,875
12346,NY,875
12347,IN,875
12348,IA,875
12349,IA,874
12350,WI,874
12351,MN,874
12352,WV,874
12353,TX,874
12354,OH,873
12355,OH,873
12356,MO,873
12357,GA,872
12358,SD,872
12359,VA,872
12360,KY,872
12361,IL,872
12362,TN,871
12363,GA,871
12364,PA,871
12365,DE,870
12366,KY,870
12367,TX,869
12368,OK,869
12369,NC,869
12370,IL,869
12371,VT,869
12372,MS,868
12373,MS,868
12374,LA,868
12375,MS,868
12376,PA,867
12377,OH,867
12378,ID,867
12379,OK,867
12380,OK,867
12381,NC,867
12382,MO,866
12383,ME,866
12384,IL,866
12385,WV,866
12386,MN,866
12387,VA,866
12388,SC,865
12389,OH,865
12390,NE,865
12391,KY,865
12392,MI,865
12393,IL,864
12394,MI,864
12395,NC,864
12396,TX,864
12397,UT,864
12398,NH,864
12399,OK,864
12400,ND,864
12401,MN,863
12402,MN,863
12403,IL,863
12404,IA,863
12405,PA,863
12406,MO,863
12407,OK,863
12408,IL,863
12409,TX,863
12410,WV,863
12411,CO,862
12412,SC,862
12413,UT,862
12414,OK,862
12415,KS,861
12416,WV,861
12417,WY,861
12418,GA,861
12419,VT,861
12420,MN,861
12421,WV,860
12422,CA,860
12423,MO,860
12424,IA,860
12425,TX,860
12426,IN,860
12427,KY,859
12428,IA,859
12429,KS,859
12430,KS,859
12431,TX,858
12432,OR,858
12433,PA,858
12434,NY,858
12435,KS,858
12436,MN,857
12437,NC,857
12438,TX,857
12439,IA,857
12440,NE,857
12441,NE,857
12442,PA,857
12443,GA,856
12444,NY,856
12445,OK,856
12446,UT,855
12447,AR,855
12448,WV,854
12449,MN,854
12450,TX,854
12451,IN,854
12452,NH,853
12453,CO,853
12454,TX,853
12455,MO,853
12456,TX,853
12457,MN,852
12458,IN,852
12459,MD,852
12460,CO,852
12461,SC,852
12462,KS,852
12463,LA,851
12464,OH,851
12465,KS,851
12466,MI,851
12467,AL,851
12468,IL,851
12469,NC,851
12470,OK,850
12471,GA,850
12472,LA,850
12473,OK,850
12474,TX,850
12475,WI,849
12476,SD,849
12477,FL,848
12478,KY,848
12479,SD,848
12480,UT,848
12481,SC,848
12482,TN,848
12483,MT,847
12484,IL,847
12485,UT,847
12486,NY,847
12487,PA,847
12488,FL,846
12489,NC,846
12490,IL,846
12491,MO,846
12492,MI,846
12493,PA,846
12494,FL,846
12495,MN,845
12496,AL,845
12497,IA,845
12498,LA,845
12499,IA,845
12500,NH,845
12501,WI,844
12502,WI,844
12503,NE,844
12504,IL,844
12505,MI,844
12506,MN,843
12507,MN,843
12508,TX,843
12509,PA,843
12510,NE,843
12511,NC,843
12512,IA,842
12513,IN,842
12514,OH,842
12515,IL,841
12516,MT,841
12517,OR,841
12518,OH,841
12519,ME,840
12520,NE,840
12521,NE,840
12522,PA,840
12523,OH,840
12524,IN,840
12525,WI,840
12526,NE,840
12527,WI,839
