,State,Population
17338,NE,267
17339,OH,267
17340,PA,267
17341,IA,267
17342,IL,266
17343,IA,266
17344,WI,266
17345,IL,266
17346,MN,266
17347,IL,266
17348,GA,266
17349,NC,266
17350,SC,266
17351,OK,266
17352,SC,266
17353,MS,266
17354,MN,266
17355,NM,266
17356,IA,265
17357,TX,265
17358,KS,265
17359,MO,265
17360,AL,265
17361,IL,265
17362,IL,265
17363,AL,265
17364,AL,265
17365,IL,265
17366,IA,265
17367,LA,265
17368,KS,265
17369,TX,264
17370,KY,264
17371,NC,264
17372,MO,264
17373,AL,264
17374,IA,264
17375,WV,264
17376,MN,264
17377,PA,264
17378,IA,264
17379,TN,264
17380,AR,264
17381,CA,264
17382,ND,264
17383,IA,264
17384,IA,264
17385,KY,264
17386,GA,264
17387,MN,263
17388,IN,263
17389,GA,263
17390,NE,263
17391,AL,263
17392,MI,263
17393,MN,263
17394,GA,263
17395,NE,263
17396,MO,263
17397,IN,263
17398,MO,263
17399,ND,263
17400,AL,263
17401,AR,263
17402,NE,263
17403,MN,263
17404,IL,262
17405,OH,262
17406,IL,262
17407,VT,262
17408,IA,262
17409,IL,262
17410,NE,262
17411,AR,262
17412,MO,262
17413,KY,262
17414,ND,262
17415,WI,262
17416,NH,262
17417,OH,261
17418,TX,261
17419,IN,261
17420,IL,261
17421,WI,261
17422,ME,261
17423,FL,261
17424,NE,260
17425,KS,260
17426,NE,260
17427,KS,260
17428,MI,260
17429,NE,260
17430,KS,260
17431,IL,259
17432,VA,259
17433,LA,259
17434,PA,259
17435,KS,259
17436,ID,259
17437,NE,259
17438,MN,259
17439,WV,259
17440,IL,259
17441,IN,259
17442,CO,259
17443,OR,259
17444,LA,258
17445,TX,258
17446,ID,258
17447,SD,258
17448,MO,258
17449,MI,258
17450,NY,258
17451,AK,258
17452,MN,258
17453,IA,258
17454,TX,258
17455,AR,258
17456,WI,258
17457,WI,258
17458,ND,258
17459,OK,258
17460,TX,258
17461,AL,258
17462,CO,257
17463,VA,257
17464,GA,257
17465,SC,257
17466,WV,257
17467,OH,257
17468,IA,257
17469,IA,257
17470,NE,257
17471,AR,257
17472,TX,257
17473,CO,257
17474,AL,257
17475,GA,257
17476,VA,257
17477,AR,256
17478,MO,256
17479,ND,256
17480,NY,256
17481,MS,256
17482,PA,256
17483,SD,256
17484,CO,256
17485,OH,256
17486,UT,256
17487,IL,256
17488,IL,256
17489,PA,256
17490,UT,256
17491,DE,255
17492,PA,255
17493,TN,255
17494,OH,255
17495,MO,255
17496,FL,255
17497,IA,255
17498,WV,255
17499,CO,255
17500,PA,255
17501,TX,255
17502,TX,255
17503,SD,255
17504,AL,254
17505,KS,254
17506,ND,254
17507,IL,254
17508,MO,254
17509,MO,254
17510,AR,254
17511,CO,254
17512,MN,254
17513,NY,254
17514,NE,254
17515,OK,254
17516,NE,254
17517,OH,254
17518,PA,254
17519,ME,253
17520,AR,253
17521,IA,253
17522,PA,253
17523,PA,253
17524,MO,253
17525,SC,253
17526,IN,253
17527,ID,253
17528,MS,252
17529,MN,252
17530,KS,252
17531,OK,252
17532,GA,252
17533,GA,252
17534,NE,252
17535,GA,252
17536,PA,252
17537,MO,251
17538,KS,251
17539,IA,251
17540,VA,251
17541,IL,251
17542,OK,251
17543,OK,251
17544,PA,251
17545,MN,251
17546,FL,251
17547,LA,251
17548,MO,251
17549,PA,251
17550,ME,251
17551,MO,250
17552,KY,250
17553,NY,250
17554,IA,250
17555,LA,250
17556,GA,250
17557,OH,250
17558,OH,250
17559,IA,250
17560,MA,250
17561,OR,250
17562,PA,250
17563,SC,250
17564,ME,250
17565,NE,250
17566,WV,249
17567,TX,249
17568,PA,249
17569,IA,249
17570,WI,249
17571,ID,249
17572,IA,249
17573,SC,249
17574,IA,249
17575,IL,249
17576,MO,249
17577,IA,249
17578,IA,249
17579,AK,249
17580,ME,248
17581,LA,248
17582,ME,248
17583,TX,248
17584,ND,248
17585,OH,248
17586,KS,248
17587,TX,248
17588,NC,248
17589,AR,248
17590,TX,248
17591,IL,248
17592,IL,247
17593,KS,247
17594,NE,247
17595,PA,247
17596,NE,247
17597,ND,247
17598,WY,247
17599,OK,247
17600,NE,247
17601,KY,247
17602,PA,247
17603,TX,246
17604,OK,246
17605,NY,246
17606,CO,246
17607,MN,246
17608,KS,246
17609,PA,246
17610,TN,246
17611,AK,246
17612,WY,246
17613,NC,246
17614,MI,246
17615,NC,245
17616,KY,245
17617,WI,245
17618,OH,245
17619,MO,245
17620,NY,245
17621,IA,245
17622,TX,245
17623,UT,245
17624,MO,245
17625,IN,245
17626,OH,245
17627,AL,245
17628,OR,245
17629,MO,245
17630,PA,245
17631,IA,245
17632,WY,245
17633,OK,245
17634,IA,245
17635,TX,245
17636,AR,245
17637,IA,245
17638,MO,245
17639,VA,245
17640,ME,245
17641,ND,244
17642,IL,244
17643,NC,244
17644,TX,244
17645,VA,244
17646,OK,244
17647,LA,244
17648,UT,244
17649,IA,244
17650,MT,244
17651,NE,244
17652,WI,244
17653,TX,244
17654,WI,243
17655,MO,243
17656,VA,243
17657,MN,243
17658,CO,243
17659,MN,243
17660,AR,243
17661,MO,243
17662,IN,243
17663,ND,243
17664,IA,243
17665,MN,243
17666,FL,243
17667,OH,243
17668,ID,243
17669,LA,243
17670,IA,243
17671,AR,243
17672,NC,243
17673,MS,242
17674,LA,242
17675,LA,242
17676,MS,242
17677,IA,242
17678,NE,242
17679,TX,242
17680,IN,242
17681,ID,242
17682,OH,242
17683,MI,241
17684,PA,241
17685,IL,241
17686,MS,241
17687,WI,241
17688,OK,241
17689,SD,241
17690,ND,241
17691,KS,241
17692,OR,241
17693,KS,241
17694,NE,241
17695,OH,241
17696,UT,240
17697,IA,240
17698,MN,240
17699,KS,240
17700,SD,240
17701,OH,240
17702,ND,240
17703,UT,240
17704,SD,240
17705,AR,240
17706,KY,240
17707,NE,240
17708,KY,240
17709,UT,239
17710,DE,239
17711,IN,239
17712,WA,239
17713,MT,239
17714,IA,239
17715,NE,239
17716,AR,239
17717,AK,239
17718,MN,239
17719,VT,239
17720,GA,239
17721,PA,239
17722,MO,238
17723,OK,238
17724,ND,238
17725,OR,238
17726,MN,238
17727,IL,238
17728,IN,238
17729,NE,238
17730,IL,238
17731,NC,238
17732,ME,237
17733,GA,237
17734,LA,237
17735,CO,237
17736,FL,237
17737,WY,237
17738,KS,237
17739,IA,237
17740,TX,237
17741,MS,237
17742,MO,237
17743,TX,237
17744,PA,237
17745,OH,237
17746,IN,237
17747,AR,236
17748,CO,236
17749,IN,236
17750,KS,236
17751,TX,236
17752,IA,236
17753,AL,236
17754,OH,236
17755,OH,236
17756,NE,236
17757,IN,236
17758,UT,236
17759,IA,236
17760,MS,236
17761,KY,236
17762,NE,236
17763,IN,236
17764,TN,236
17765,OK,235
17766,MO,235
17767,SC,235
17768,AL,235
17769,GA,235
17770,IL,235
17771,IA,235
17772,NE,235
17773,AL,235
17774,NC,235
17775,AK,235
17776,IL,235
17777,MN,235
17778,ID,234
17779,ND,234
17780,KS,234
17781,WI,234
17782,IN,234
17783,NC,234
17784,IL,234
17785,NC,234
17786,PA,234
17787,ME,234
17788,SD,234
17789,SC,234
17790,IL,234
17791,MN,234
17792,IA,234
17793,NY,234
17794,WA,234
17795,IL,233
17796,GA,233
17797,IA,233
17798,AR,233
17799,IA,233
17800,OH,233
17801,MO,233
17802,ID,233
17803,OH,233
17804,SD,233
17805,NE,233
17806,AR,232
17807,LA,232
17808,CO,232
17809,OH,232
17810,WI,232
17811,OH,232
17812,WV,232
17813,TX,232
17814,TX,232
17815,OH,232
17816,SC,232
17817,AR,232
17818,VA,232
17819,WI,232
17820,IL,231
17821,WV,231
17822,MO,231
17823,WV,231
17824,MN,231
17825,PA,231
17826,GA,231
17827,IN,231
17828,UT,231
17829,ND,230
17830,LA,230
17831,IA,230
17832,AL,230
17833,IA,230
17834,GA,230
17835,MO,230
17836,IA,230
17837,ME,230
17838,PA,230
17839,WY,230
17840,SD,230
17841,ND,230
17842,PA,230
17843,TX,230
17844,OH,230
17845,VT,229
17846,PA,229
17847,IA,229
17848,MS,229
17849,NE,229
17850,ID,229
17851,WY,229
17852,WI,229
17853,MO,229
17854,IL,229
17855,IA,229
17856,VT,229
17857,KS,229
17858,MN,229
17859,MI,229
17860,OH,229
17861,IL,229
17862,ME,229
17863,IA,229
17864,ME,229
17865,MO,229
17866,UT,228
17867,KS,228
17868,IL,228
17869,KY,228
17870,WV,228
17871,WV,228
17872,AR,228
17873,MO,228
17874,MO,228
17875,MO,228
17876,AL,228
17877,TX,228
17878,OH,228
17879,TX,228
17880,IA,227
17881,IN,227
17882,MN,227
17883,UT,227
17884,ND,227
17885,MO,227
17886,MO,227
17887,MN,227
17888,TX,227
17889,IL,227
17890,OK,227
17891,AR,227
17892,OK,227
17893,NE,227
17894,DE,226
17895,KY,226
17896,MO,226
17897,KS,226
17898,LA,226
17899,MN,226
17900,MO,226
17901,IA,226
17902,IL,226
17903,TX,226
17904,AR,226
17905,UT,226
17906,MN,226
17907,OH,226
17908,AL,225
17909,TX,225
17910,OH,225
17911,TX,225
17912,OH,225
17913,MO,225
17914,OK,225
17915,IL,225
17916,MN,225
17917,ID,225
17918,IL,225
17919,WI,225
17920,MN,225
17921,MO,224
17922,IA,224
17923,NE,224
17924,MN,224
17925,IA,224
17926,KS,224
17927,SC,224
17928,WI,224
17929,MO,224
17930,NE,224
17931,NJ,224
17932,NM,224
17933,OH,224
17934,SD,224
17935,FL,224
17936,IL,224
17937,OH,224
17938,NE,224
17939,GA,223
17940,PA,223
17941,MN,223
17942,AL,223
17943,WV,223
17944,ND,223
17945,NC,223
17946,TX,223
17947,MN,223
17948,OH,223
17949,ND,223
17950,MT,223
17951,MS,223
17952,IA,222
17953,AR,222
17954,OK,222
17955,IL,222
17956,IA,222
17957,IN,222
17958,OH,222
17959,IA,222
17960,OH,222
17961,PA,222
17962,WV,222
17963,IN,222
17964,OH,222
17965,MO,222
17966,MO,222
17967,MO,222
17968,CA,222
17969,AL,222
17970,OR,222
17971,AL,221
17972,KY,221
17973,MN,221
17974,KY,221
17975,WV,221
17976,ND,221
17977,UT,221
17978,PA,221
17979,IN,221
17980,ID,221
17981,IA,221
17982,LA,221
17983,LA,221
17984,AL,221
17985,ND,221
17986,OK,220
17987,TX,220
17988,TX,220
17989,IL,220
17990,OH,220
17991,IA,220
17992,NE,220
17993,AR,220
17994,TX,220
17995,IL,220
17996,IA,220
17997,NH,220
17998,PA,220
17999,MO,220
18000,MO,219
18001,KS,219
18002,MO,219
18003,IA,219
18004,TX,219
18005,NE,219
18006,AR,219
18007,OH,219
18008,GA,219
18009,OH,219
18010,OH,219
18011,OH,219
18012,MT,219
18013,KS,219
18014,TX,219
18015,MO,219
18016,MO,218
18017,IL,218
18018,WV,218
18019,IL,218
18020,KY,218
18021,KS,218
18022,ND,218
18023,KS,218
18024,NE,218
18025,DE,218
18026,AR,218
18027,VT,217
18028,GA,217
18029,KS,217
18030,NC,217
18031,IL,217
18032,KS,217
18033,ND,217
18034,FL,217
18035,LA,217
18036,IA,217
18037,LA,217
18038,FL,217
18039,MO,217
18040,IN,217
18041,AK,217
18042,TN,217
18043,MI,217
18044,TX,217
18045,OH,217
18046,ND,217
18047,MN,216
18048,MN,216
18049,KY,216
18050,MN,216
18051,IA,216
18052,OH,216
18053,MO,216
18054,WA,216
18055,WA,216
18056,AK,216
18057,IL,216
18058,PA,216
18059,NE,216
18060,ID,215
18061,MN,215
18062,ME,215
18063,LA,215
18064,OH,215
18065,SD,215
18066,OH,215
18067,DE,215
18068,OK,215
18069,WI,215
18070,SC,215
18071,PA,215
18072,KS,215
18073,IL,215
18074,IN,215
18075,NC,214
18076,MN,214
18077,IL,214
18078,PA,214
18079,IL,214
18080,IL,214
18081,NC,214
18082,PA,214
18083,MO,214
18084,IN,213
18085,PA,213
18086,MO,213
18087,IN,213
18088,IA,213
18089,WA,213
18090,IL,213
18091,NC,213
18092,KS,213
18093,MN,213
18094,LA,213
18095,OH,213
18096,VT,213
18097,CO,213
18098,IN,213
18099,NC,213
18100,SD,212
18101,IL,212
18102,KS,212
18103,GA,212
18104,OH,212
18105,WV,212
18106,MO,212
18107,PA,212
18108,UT,212
18109,MT,212
18110,MO,212
18111,OK,212
18112,IN,212
18113,MN,212
18114,AK,212
18115,AK,212
18116,PA,212
18117,IL,212
18118,AR,212
18119,KY,212
18120,AK,211
18121,AL,211
18122,TX,211
18123,MO,211
18124,TX,211
18125,TX,211
18126,NY,211
18127,AR,211
18128,MD,211
18129,OH,211
18130,VT,211
18131,IL,211
18132,MO,211
18133,KY,211
18134,MN,211
18135,ND,211
18136,GA,211
18137,WY,211
18138,SD,211
18139,WA,211
18140,IL,210
18141,LA,210
18142,MN,210
18143,SD,210
18144,VT,210
18145,GA,210
18146,NY,210
18147,KS,210
18148,NE,210
18149,AK,210
18150,AR,210
18151,IL,210
18152,FL,210
18153,OK,210
18154,IL,210
18155,VT,210
18156,GA,210
18157,KS,210
18158,TN,210
18159,MN,210
18160,IN,210
18161,MO,209
18162,GA,209
18163,SC,209
18164,WV,209
18165,MO,209
18166,OH,209
18167,WI,209
18168,IL,209
18169,IL,209
18170,KS,209
18171,IA,209
18172,IL,209
18173,VA,209
18174,MO,209
18175,IA,209
18176,IA,209
18177,WI,209
18178,KS,208
18179,OK,208
18180,PA,208
18181,IA,208
18182,MO,208
18183,IN,208
18184,ME,208
18185,FL,208
18186,MN,208
18187,KS,208
18188,GA,208
18189,VT,208
18190,VA,208
18191,IL,208
18192,NE,208
18193,IL,208
18194,AL,208
18195,WV,207
18196,IL,207
18197,NC,207
18198,ND,207
18199,MT,207
18200,AL,207
18201,NE,207
18202,AR,207
18203,KS,207
18204,AR,207
18205,KY,207
18206,MS,207
18207,MS,207
18208,KS,207
18209,WI,207
18210,TX,207
18211,CO,207
18212,TX,207
18213,AR,207
18214,MS,207
18215,IA,206
18216,AL,206
18217,AL,206
18218,WY,206
18219,KY,206
18220,IA,206
18221,CO,206
18222,AL,206
18223,AK,206
18224,IL,206
18225,SD,206
18226,CO,206
18227,TX,206
18228,KS,206
18229,SD,206
18230,IL,206
18231,PA,206
18232,GA,206
18233,NE,205
18234,MO,205
18235,OH,205
18236,IN,205
18237,MT,205
18238,OK,205
18239,VA,205
18240,SC,205
18241,OH,205
18242,KS,205
18243,AL,204
18244,LA,204
18245,LA,204
18246,PA,204
18247,IA,204
18248,OH,204
18249,MN,204
18250,IL,204
18251,MS,204
18252,ME,204
18253,MO,204
18254,GA,204
18255,OR,204
18256,WA,204
18257,NE,203
18258,KS,203
18259,MO,203
18260,PA,203
18261,IL,203
18262,OR,203
18263,PA,203
18264,KS,203
18265,NC,203
18266,GA,203
18267,KS,203
18268,IA,203
18269,GA,203
18270,MN,203
18271,IN,203
18272,GA,203
18273,IL,203
18274,IA,203
18275,WY,203
18276,CO,202
18277,MI,202
18278,NE,202
18279,IA,202
18280,VA,202
18281,MN,202
18282,MN,202
18283,GA,202
18284,IA,202
18285,IA,202
18286,PA,202
18287,ME,202
18288,MI,201
18289,NE,201
18290,MO,201
18291,WV,201
18292,OH,201
18293,TX,201
18294,MI,201
18295,MO,201
18296,NE,201
18297,LA,201
18298,IL,201
18299,IA,201
18300,IA,201
18301,WI,201
18302,IN,201
18303,SC,201
18304,NE,201
18305,MO,201
18306,MN,201
18307,TX,201
18308,NM,201
18309,ME,201
18310,CA,200
18311,GA,200
18312,AR,200
18313,IA,200
18314,IA,200
18315,PA,200
18316,MI,200
18317,LA,200
18318,IA,200
18319,SC,200
18320,SC,200
18321,ID,199
18322,OK,199
18323,IN,199
18324,SD,199
18325,OK,199
18326,MO,199
18327,ND,199
18328,WI,199
18329,IN,199
18330,NE,199
18331,MN,199
18332,IN,199
18333,SD,199
18334,IA,199
18335,ND,199
18336,IA,199
18337,IL,199
18338,IL,199
18339,IL,199
18340,PA,199
18341,PA,199
18342,GA,199
18343,MO,199
18344,NE,198
18345,NC,198
18346,IA,198
18347,NC,198
18348,MO,198
18349,NM,198
18350,HI,198
18351,MS,198
18352,GA,198
18353,OK,198
18354,KY,198
18355,MO,198
18356,NE,198
18357,HI,198
18358,KS,197
18359,MO,197
18360,LA,197
18361,MN,197
18362,OK,197
18363,KS,197
18364,GA,197
18365,CO,197
18366,KS,197
18367,KY,197
18368,NY,197
18369,NY,197
18370,SD,197
18371,TX,196
18372,AL,196
18373,IA,196
18374,IL,196
18375,MO,196
18376,UT,196
18377,MN,196
18378,HI,196
18379,LA,196
18380,PA,196
18381,ID,196
18382,VA,196
18383,SD,196
18384,NE,196
18385,GA,195
18386,IL,195
18387,SC,195
18388,ND,195
18389,MO,195
18390,MI,195
18391,MT,195
18392,ND,195
18393,AR,195
18394,ME,195
18395,IA,195
18396,MO,195
18397,IA,195
18398,DE,195
18399,NM,195
18400,NE,195
18401,LA,194
18402,GA,194
18403,AR,194
18404,MN,194
18405,IN,194
18406,OR,194
18407,MO,194
18408,PA,194
18409,IL,194
18410,NE,194
18411,MT,194
18412,IA,194
18413,SC,194
18414,OH,194
18415,MO,194
18416,ND,194
18417,GA,194
18418,MI,194
18419,GA,194
18420,NE,194
18421,OH,194
18422,OK,193
18423,TX,193
18424,MO,193
18425,OK,193
18426,MI,193
18427,WA,193
18428,SD,193
18429,ID,193
18430,ID,193
18431,PA,193
18432,KS,193
18433,AR,193
18434,NM,193
18435,TX,193
18436,KS,193
18437,NC,193
18438,KS,193
18439,MS,192
18440,NE,192
18441,MS,192
18442,MO,192
18443,OK,192
18444,PA,192
18445,AR,192
18446,IA,192
18447,MD,192
18448,LA,192
18449,AR,192
18450,OK,192
18451,ID,192
18452,IA,192
18453,MO,191
18454,LA,191
18455,ID,191
18456,FL,191
18457,NE,191
18458,OH,191
18459,WI,191
18460,AR,191
18461,ND,191
18462,NE,191
18463,MO,191
18464,AK,191
18465,TN,191
18466,PA,191
18467,IA,191
18468,MO,191
18469,NC,191
18470,IL,191
18471,IA,191
18472,KS,191
18473,GA,190
18474,AR,190
18475,IN,190
18476,IA,190
18477,SD,190
18478,ND,190
18479,ND,190
18480,KY,190
18481,DE,190
18482,MO,189
18483,MO,189
18484,NC,189
18485,GA,189
18486,NE,189
18487,MN,189
18488,PA,189
18489,IL,189
18490,IN,189
18491,MI,189
18492,TN,189
18493,WI,189
18494,MO,189
18495,NC,189
18496,IA,189
18497,IA,189
18498,SD,189
18499,TX,189
18500,WV,189
18501,PA,188
18502,PA,188
18503,TN,188
18504,MO,188
18505,ME,188
18506,WI,188
18507,IL,188
18508,MO,188
18509,MO,188
18510,MT,188
18511,IA,188
18512,AL,187
18513,PA,187
18514,TX,187
18515,MI,187
18516,NE,187
18517,TX,187
18518,NE,187
18519,MO,187
18520,ME,187
18521,NC,187
18522,KS,187
18523,MO,186
18524,GA,186
18525,AL,186
18526,MS,186
18527,UT,186
18528,OH,186
18529,NY,186
18530,ND,186
18531,MO,186
18532,OK,186
18533,OK,186
18534,MO,186
18535,IL,186
18536,NE,186
18537,IA,186
18538,ND,186
18539,MN,186
18540,TX,186
18541,IL,185
18542,OK,185
18543,ND,185
18544,WA,185
18545,NY,185
18546,KY,185
18547,AL,185
18548,MN,185
18549,KY,185
18550,AR,185
18551,AR,185
18552,AK,185
18553,TX,184
18554,NC,184
18555,TX,184
18556,OK,184
18557,PA,184
18558,PA,184
18559,IA,184
18560,IL,184
18561,GA,184
18562,MN,184
18563,OH,184
18564,SC,184
18565,OK,184
18566,AR,184
18567,KS,184
18568,IA,184
18569,AR,184
18570,WY,184
18571,PA,184
18572,MD,183
18573,CO,183
18574,OH,183
18575,IL,183
18576,OK,183
18577,OR,183
18578,OK,183
18579,MN,183
18580,OH,183
18581,PA,183
18582,MS,183
18583,IA,183
18584,OK,183
18585,IL,183
18586,KS,183
18587,AR,183
18588,MO,183
18589,IL,183
18590,KY,182
18591,OK,182
18592,AK,182
18593,NE,182
18594,KS,182
18595,IL,182
18596,IN,182
18597,MN,182
18598,AL,182
18599,IA,182
18600,MN,182
18601,PA,182
18602,IL,181
18603,IA,181
18604,TX,181
18605,NE,181
18606,PA,181
18607,MO,181
18608,NE,181
18609,NE,181
18610,TX,181
18611,AR,181
18612,KS,181
18613,SD,181
18614,IA,181
18615,IL,181
18616,IA,181
18617,IL,181
18618,NC,181
18619,SD,181
18620,KY,181
18621,MO,180
18622,TX,180
18623,PA,180
18624,AR,180
18625,MN,180
18626,WA,180
18627,IL,180
18628,AL,180
18629,PA,180
18630,MN,180
18631,MO,180
18632,KS,180
18633,WA,180
18634,AR,180
18635,OH,180
18636,SD,180
18637,TX,180
18638,OK,180
18639,WV,180
18640,AL,180
18641,AR,180
18642,KS,179
18643,MI,179
18644,IA,179
18645,MO,179
18646,OH,179
18647,MT,179
18648,UT,179
18649,IA,179
18650,KS,179
18651,PA,179
18652,MT,179
18653,MN,179
18654,ME,179
18655,WV,179
18656,GA,178
18657,NE,178
18658,MN,178
18659,PA,178
18660,OH,178
18661,TX,178
18662,IL,178
18663,KS,178
18664,MN,178
18665,IN,178
18666,MN,178
18667,KS,178
18668,DE,178
18669,MS,178
18670,KY,178
18671,ME,178
18672,TX,178
18673,PA,178
18674,IA,178
18675,AL,178
18676,ND,178
18677,AK,177
18678,AK,177
18679,KS,177
18680,MO,177
18681,MN,177
18682,MN,177
18683,OK,177
18684,KY,177
18685,VT,177
18686,ND,177
18687,AR,177
18688,OK,177
18689,KS,177
18690,MN,176
18691,IA,176
18692,WV,176
18693,IN,176
18694,IA,176
18695,IL,176
18696,ND,176
18697,AR,176
18698,AK,176
18699,MO,176
18700,IL,176
18701,MN,176
18702,WV,176
18703,TX,176
18704,MD,176
18705,IL,176
18706,IA,176
18707,IA,176
18708,IA,176
18709,IA,175
18710,MN,175
18711,MO,175
18712,WY,175
18713,IA,175
18714,IL,175
18715,KY,175
18716,NE,175
18717,MO,175
18718,AK,175
18719,PA,175
18720,NE,175
18721,MO,175
18722,OH,175
18723,KY,175
18724,IL,175
18725,TX,175
18726,IL,175
18727,MS,175
18728,AR,175
18729,OK,174
18730,AL,174
18731,OK,174
18732,IA,174
18733,MI,174
18734,OK,174
18735,AR,174
18736,IL,174
18737,IA,174
18738,TX,174
18739,IN,174
18740,OH,174
18741,OK,174
18742,MN,174
18743,MN,173
18744,MO,173
18745,IL,173
18746,IL,173
18747,LA,173
18748,OR,173
18749,WV,173
18750,TX,173
18751,NE,173
18752,IL,173
18753,IN,173
18754,GA,173
18755,IL,172
18756,AL,172
18757,KY,172
18758,ND,172
18759,IA,172
18760,MN,172
18761,AL,172
18762,MO,172
18763,VT,172
18764,GA,172
18765,TX,172
18766,IA,172
18767,WI,172
18768,AR,172
18769,VA,172
18770,CO,172
18771,CO,172
18772,IN,172
18773,AR,172
18774,TX,172
18775,IL,172
18776,MT,172
18777,OH,172
18778,AK,171
18779,MO,171
18780,OH,171
18781,NE,171
18782,TX,171
18783,IN,171
18784,OK,171
18785,MO,171
18786,OH,171
18787,KY,171
18788,MN,171
18789,ID,171
18790,WV,171
18791,IL,170
18792,ND,170
18793,MO,170
18794,LA,170
18795,IL,170
18796,OH,170
18797,KS,170
18798,WV,170
18799,MN,170
18800,MI,170
18801,AL,170
18802,NC,170
18803,MO,170
18804,AK,170
18805,ND,170
18806,KS,170
18807,TN,170
18808,AR,170
18809,WY,169
18810,OK,169
18811,IL,169
18812,IA,169
18813,IL,169
18814,OK,169
18815,MO,169
18816,ND,169
18817,MI,169
18818,PA,169
18819,MN,169
18820,UT,169
18821,OK,168
18822,KS,168
18823,KY,168
18824,IL,168
18825,NE,168
18826,IL,168
18827,ME,168
18828,MO,168
18829,MN,168
18830,MO,168
18831,OH,168
18832,KS,168
18833,IA,168
18834,AK,168
18835,AK,168
18836,MN,168
18837,MN,168
18838,NC,167
18839,MO,167
18840,MO,167
18841,IL,167
18842,KS,167
18843,HI,167
18844,ID,167
18845,NE,167
18846,AL,167
18847,AL,167
18848,AR,167
18849,GA,167
18850,IL,167
18851,IA,167
18852,MO,167
18853,IA,167
18854,MT,167
18855,PA,166
18856,VT,166
18857,NC,166
18858,MD,166
18859,IN,166
18860,CO,166
18861,NE,166
18862,NM,166
18863,KS,166
18864,ME,166
18865,MN,166
18866,MN,166
18867,IA,166
18868,IA,166
18869,KY,166
18870,KS,166
18871,NE,166
18872,ID,166
18873,MN,166
18874,NM,166
18875,IL,166
18876,MO,166
18877,KY,166
18878,MN,166
18879,OH,166
18880,WV,165
18881,KS,165
18882,AR,165
18883,GA,165
18884,NE,165
18885,KS,165
18886,NY,165
18887,OH,165
18888,IA,165
18889,FL,165
18890,NE,165
18891,OH,165
18892,MI,165
18893,VA,165
18894,KS,165
18895,OR,165
18896,OR,165
18897,SC,165
18898,IA,165
18899,OH,165
18900,IA,164
18901,IL,164
18902,IL,164
18903,MN,164
18904,IA,164
18905,ID,164
18906,SD,164
18907,OH,164
18908,NC,164
18909,MO,164
18910,MO,164
18911,MT,164
18912,SC,164
18913,NE,164
18914,MN,164
18915,OK,164
18916,OH,164
18917,IL,163
18918,MO,163
18919,MO,163
18920,IN,163
18921,IL,163
18922,IA,163
18923,WV,163
18924,SD,163
18925,IA,163
18926,MO,163
18927,TN,163
18928,IA,163
18929,AL,163
18930,AR,163
18931,ND,163
18932,AR,163
18933,NE,163
18934,UT,163
18935,IL,163
18936,SD,163
18937,KY,162
18938,PA,162
18939,UT,162
18940,IL,162
18941,SC,162
18942,WI,162
18943,OH,162
18944,OK,162
18945,WA,162
18946,ID,162
18947,IA,162
18948,IL,162
18949,IL,162
18950,MN,162
18951,ND,162
18952,KS,162
18953,IA,161
18954,KS,161
18955,OK,161
18956,IL,161
18957,WI,161
18958,AL,161
18959,KS,161
18960,IA,161
18961,NE,161
18962,ND,161
18963,WA,161
18964,ID,161
18965,SC,161
18966,KS,160
18967,OK,160
18968,TX,160
18969,NY,160
18970,SD,160
18971,ME,160
18972,IL,160
18973,IA,160
18974,UT,160
18975,OH,160
18976,NC,160
18977,OH,160
18978,MD,160
18979,IL,160
18980,NE,160
18981,MO,160
18982,GA,160
18983,MS,160
18984,IL,160
18985,AL,160
18986,TX,160
18987,MA,160
18988,IA,160
18989,LA,160
18990,PA,160
18991,OK,160
18992,GA,159
18993,OK,159
18994,SD,159
18995,MO,159
18996,SD,159
18997,IN,159
18998,KS,159
18999,MO,159
19000,SD,159
19001,KS,159
19002,NE,159
19003,OH,159
19004,NE,159
19005,OH,159
19006,MT,159
19007,IA,159
19008,OR,159
19009,AL,159
19010,MO,158
19011,MO,158
19012,MO,158
19013,AR,158
19014,MI,158
19015,AR,158
19016,KS,158
19017,TX,158
19018,UT,158
19019,AK,158
19020,IA,158
19021,WI,158
19022,OH,158
19023,WI,158
19024,GA,158
19025,ND,158
19026,SC,158
19027,NE,158
19028,SD,158
19029,OR,157
19030,IL,157
19031,MO,157
19032,AR,157
19033,CO,157
19034,HI,157
19035,IA,157
19036,MS,157
19037,IN,157
19038,IL,157
19039,MS,157
19040,MO,157
19041,GA,157
19042,IA,157
19043,NE,157
19044,MN,157
19045,KS,157
19046,AL,156
19047,IA,156
19048,SD,156
19049,OR,156
19050,MO,156
19051,IA,156
19052,VT,156
19053,ME,156
19054,TX,156
19055,KS,155
19056,OH,155
19057,OK,155
19058,MN,155
19059,AL,155
19060,AR,155
19061,MO,155
19062,WA,155
19063,NC,155
19064,OH,155
19065,KS,155
19066,MN,155
19067,KY,155
19068,MN,155
19069,AR,154
19070,ID,154
19071,WY,154
19072,OK,154
19073,MS,154
19074,MN,154
19075,IA,154
19076,MT,154
19077,NC,154
19078,AR,154
19079,IL,154
19080,OH,154
19081,IA,154
19082,MO,154
19083,IL,154
19084,KS,154
19085,KS,153
19086,MN,153
